"DateTime";"240291601000052 - Total batería";"240291601000052 - Máx. celda";"240291601000052 - Mín. celda"
"2025-02-06 02:48:01";26,5;3326;3294
"2025-02-06 02:53:13";26,5;3326;3294
"2025-02-06 02:58:24";26,5;3326;3294
"2025-02-06 03:03:36";26,5;3326;3294
"2025-02-06 03:08:47";26,5;3326;3294
"2025-02-06 03:13:58";26,5;3326;3294
"2025-02-06 03:19:12";26,5;3326;3294
"2025-02-06 03:24:24";26,5;3326;3294
"2025-02-06 03:29:35";26,5;3326;3294
"2025-02-06 03:34:46";26,5;3326;3294
"2025-02-06 03:39:58";26,5;3326;3293
"2025-02-06 03:45:12";26,5;3326;3293
"2025-02-06 03:50:23";26,5;3326;3293
"2025-02-06 03:55:34";26,5;3326;3293
"2025-02-06 04:00:46";26,5;3326;3293
"2025-02-06 04:05:57";26,5;3326;3293
"2025-02-06 04:11:11";26,5;3326;3293
"2025-02-06 04:16:22";26,5;3326;3293
"2025-02-06 04:21:34";26,5;3326;3292
"2025-02-06 04:26:45";26,5;3326;3292
"2025-02-06 04:31:57";27,1;3420;3364
"2025-02-06 04:37:10";26,8;3368;3342
"2025-02-06 04:42:22";26,8;3364;3337
"2025-02-06 04:47:33";26,8;3362;3335
"2025-02-06 04:52:45";26,8;3361;3334
"2025-02-06 04:57:56";26,8;3360;3332
"2025-02-06 05:03:10";26,7;3358;3331
"2025-02-06 05:08:21";26,7;3360;3333
"2025-02-06 05:13:32";26,7;3357;3332
"2025-02-06 05:18:44";26,7;3356;3328
"2025-02-06 05:23:55";26,7;3355;3327
"2025-02-06 05:29:09";26,7;3354;3329
"2025-02-06 05:34:20";26,7;3352;3325
"2025-02-06 05:39:32";26,7;3352;3327
"2025-02-06 05:44:43";26,7;3354;3323
"2025-02-06 05:49:55";26,7;3351;3325
"2025-02-06 05:55:08";26,7;3351;3321
"2025-02-06 06:00:20";26,7;3349;3321
"2025-02-06 06:05:31";26,7;3349;3319
"2025-02-06 06:10:43";26,6;3348;3319
"2025-02-06 06:15:54";26,6;3347;3318
"2025-02-06 06:21:08";26,6;3348;3317
"2025-02-06 06:26:19";26,6;3348;3317
"2025-02-06 06:31:31";26,6;3346;3317
"2025-02-06 06:36:42";26,6;3345;3316
"2025-02-06 06:41:53";26,6;3344;3315
"2025-02-06 06:47:07";26,6;3345;3314
"2025-02-06 06:52:19";26,6;3344;3314
"2025-02-06 06:57:30";26,5;3335;3304
"2025-02-06 07:02:41";26,5;3329;3297
"2025-02-06 07:07:53";26,3;3312;3270
"2025-02-06 07:13:06";25,8;3263;3200
"2025-02-06 07:18:18";26,2;3296;3257
"2025-02-06 07:23:29";26,1;3292;3250
"2025-02-06 07:28:41";26,3;3308;3268
"2025-02-06 07:33:52";26,3;3317;3276
"2025-02-06 07:39:06";26,4;3321;3279
"2025-02-06 07:44:17";26,4;3322;3281
"2025-02-06 07:49:28";26,1;3286;3241
"2025-02-06 07:54:40";26,1;3285;3246
"2025-02-06 07:59:51";26,2;3302;3262
"2025-02-06 08:05:05";26,3;3316;3276
"2025-02-06 08:10:16";26,4;3320;3279
"2025-02-06 08:15:28";26,4;3322;3280
"2025-02-06 08:20:39";25,9;3260;3213
"2025-02-06 08:25:50";26,3;3316;3276
"2025-02-06 08:31:04";26,2;3299;3262
"2025-02-06 08:36:16";26,1;3282;3253
"2025-02-06 08:41:27";25,8;3251;3159
"2025-02-06 08:46:38";26,3;3298;3270
"2025-02-06 08:51:50";26,3;3306;3276
"2025-02-06 08:57:03";26,3;3309;3278
"2025-02-06 09:02:15";26,3;3311;3279
"2025-02-06 09:07:26";26,3;3311;3279
"2025-02-06 09:12:38";26,3;3311;3279
"2025-02-06 09:17:49";26,3;3312;3280
"2025-02-06 09:23:03";26,1;3283;3236
"2025-02-06 09:28:14";25,7;3219;3188
"2025-02-06 09:33:25";26,3;3296;3275
"2025-02-06 09:38:37";26,3;3296;3275
"2025-02-06 09:43:48";26,3;3299;3278
"2025-02-06 09:49:02";26,3;3300;3279
"2025-02-06 09:54:13";26,3;3298;3277
"2025-02-06 09:59:25";26,3;3300;3279
"2025-02-06 10:04:36";25,6;3218;3173
"2025-02-06 10:09:47";26,2;3291;3270
"2025-02-06 10:15:01";26,3;3297;3276
"2025-02-06 10:20:12";26,3;3298;3278
"2025-02-06 10:25:24";25,9;3256;3210
"2025-02-06 10:30:35";26,2;3283;3261
"2025-02-06 10:35:47";26,3;3296;3275
"2025-02-06 10:40:58";26,3;3298;3277
"2025-02-06 10:46:12";26,3;3299;3278
"2025-02-06 10:51:23";26,3;3300;3279
"2025-02-06 10:56:34";26,3;3297;3276
"2025-02-06 11:01:46";25,7;3231;3204
"2025-02-06 11:06:57";26,2;3293;3272
"2025-02-06 11:12:11";26,2;3283;3261
"2025-02-06 11:17:22";25,9;3259;3227
"2025-02-06 11:22:34";26,2;3293;3272
"2025-02-06 11:27:45";26,3;3296;3275
"2025-02-06 11:32:56";26,1;3275;3253
"2025-02-06 11:38:10";26,2;3287;3266
"2025-02-06 11:43:21";26,2;3291;3269
"2025-02-06 11:48:33";26,1;3275;3253
"2025-02-06 11:53:44";26,2;3291;3269
"2025-02-06 11:58:56";26,3;3295;3273
"2025-02-06 12:04:09";26,3;3297;3275
"2025-02-06 12:09:21";26,3;3298;3276
"2025-02-06 12:14:32";26;3248;3210
"2025-02-06 12:19:43";25,8;3240;3215
"2025-02-06 12:24:55";26,2;3291;3269
"2025-02-06 12:30:08";26,2;3294;3271
"2025-02-06 12:35:20";26,3;3296;3274
"2025-02-06 12:40:31";26,2;3293;3271
"2025-02-06 12:45:43";25,9;3259;3232
"2025-02-06 12:50:54";26;3263;3240
"2025-02-06 12:56:08";26,2;3287;3265
"2025-02-06 13:01:19";26,1;3279;3256
"2025-02-06 13:06:30";25,9;3252;3221
"2025-02-06 13:11:42";26,1;3281;3258
"2025-02-06 13:16:53";25,9;3263;3233
"2025-02-06 13:22:07";26,2;3286;3263
"2025-02-06 13:27:18";26,2;3290;3268
"2025-02-06 13:32:30";26,2;3287;3264
"2025-02-06 13:37:41";25,9;3254;3223
"2025-02-06 13:42:52";26;3269;3245
"2025-02-06 13:48:06";25,9;3253;3226
"2025-02-06 13:53:18";25,9;3252;3221
"2025-02-06 13:58:29";26,1;3280;3257
"2025-02-06 14:03:40";25,9;3249;3225
"2025-02-06 14:08:52";26,1;3272;3249
"2025-02-06 14:14:05";26;3266;3242
"2025-02-06 14:19:17";25,9;3245;3217
"2025-02-06 14:24:28";26,1;3275;3253
"2025-02-06 14:29:40";26,1;3274;3252
