"DateTime";"240291601000052 - Total batería";"240291601000052 - Máx. celda";"240291601000052 - Mín. celda"
"2025-02-05 09:33:55";26,3;3300;3278
"2025-02-05 09:39:08";26,3;3296;3275
"2025-02-05 09:44:20";25,9;3252;3221
"2025-02-05 09:49:31";26;3262;3234
"2025-02-05 09:54:42";26,2;3291;3270
"2025-02-05 09:59:53";26,2;3291;3269
"2025-02-05 10:05:07";26,1;3278;3256
"2025-02-05 10:10:18";26,3;3296;3275
"2025-02-05 10:15:29";26,3;3298;3276
"2025-02-05 10:20:40";26,3;3298;3278
"2025-02-05 10:25:51";26,3;3299;3278
"2025-02-05 10:31:05";26,3;3300;3279
"2025-02-05 10:36:16";26,3;3300;3279
"2025-02-05 10:41:27";26,3;3302;3279
"2025-02-05 10:46:38";26,3;3302;3279
"2025-02-05 10:51:49";26,3;3297;3275
"2025-02-05 10:57:03";26,3;3297;3275
"2025-02-05 11:02:14";25,9;3248;3228
"2025-02-05 11:07:25";26,2;3294;3273
"2025-02-05 11:12:36";26,2;3284;3262
"2025-02-05 11:17:48";26,2;3287;3265
"2025-02-05 11:23:01";26,3;3297;3276
"2025-02-05 11:28:12";26,3;3298;3278
"2025-02-05 11:33:23";26,3;3299;3278
"2025-02-05 11:38:35";26,3;3300;3278
"2025-02-05 11:43:46";26,3;3299;3279
"2025-02-05 11:48:57";26,3;3300;3279
"2025-02-05 11:54:10";26,3;3300;3279
"2025-02-05 11:59:21";26,3;3303;3279
"2025-02-05 12:04:33";26,3;3300;3279
"2025-02-05 12:09:44";26,3;3300;3279
"2025-02-05 12:14:55";26,3;3301;3279
"2025-02-05 12:20:08";25,9;3255;3228
"2025-02-05 12:25:20";26,2;3285;3262
"2025-02-05 12:30:31";26,2;3290;3268
"2025-02-05 12:35:42";26,3;3297;3275
"2025-02-05 12:40:53";26,3;3298;3276
"2025-02-05 12:46:07";26,3;3295;3273
"2025-02-05 12:51:18";26,1;3280;3257
"2025-02-05 12:56:29";25,9;3254;3224
"2025-02-05 13:01:40";25,8;3238;3213
"2025-02-05 13:06:51";26,2;3291;3268
"2025-02-05 13:12:05";26,2;3295;3272
"2025-02-05 13:17:16";26,3;3297;3274
"2025-02-05 13:22:27";26,3;3298;3275
"2025-02-05 13:27:38";25,6;3230;3172
"2025-02-05 13:32:49";26,1;3274;3251
"2025-02-05 13:38:03";26,2;3289;3267
"2025-02-05 13:43:14";26,2;3294;3272
"2025-02-05 13:48:25";26,3;3296;3274
"2025-02-05 13:53:36";26;3270;3244
"2025-02-05 13:58:48";26,2;3289;3266
"2025-02-05 14:04:01";26,2;3291;3268
"2025-02-05 14:09:12";25,9;3252;3221
"2025-02-05 14:14:23";26,2;3288;3266
"2025-02-05 14:19:35";26,2;3289;3266
"2025-02-05 14:24:46";26,2;3291;3269
"2025-02-05 14:29:57";25,8;3240;3200
"2025-02-05 14:35:10";26,2;3287;3265
"2025-02-05 14:40:21";26,2;3292;3270
"2025-02-05 14:45:33";25,9;3254;3227
"2025-02-05 14:50:44";26,9;3380;3359
"2025-02-05 14:55:55";27;3388;3364
"2025-02-05 15:01:09";27;3386;3364
"2025-02-05 15:06:21";27;3388;3364
"2025-02-05 15:11:32";27;3388;3364
"2025-02-05 15:16:43";27;3391;3364
"2025-02-05 15:21:55";27;3394;3364
"2025-02-05 15:27:08";27,1;3404;3365
"2025-02-05 15:32:20";26,7;3355;3320
"2025-02-05 15:37:31";27;3402;3361
"2025-02-05 15:42:43";27,2;3416;3377
"2025-02-05 15:47:54";27,2;3418;3388
"2025-02-05 15:53:08";27,4;3439;3405
"2025-02-05 15:58:19";27,7;3531;3428
"2025-02-05 16:03:31";26,9;3370;3341
"2025-02-05 16:08:42";26,8;3364;3336
"2025-02-05 16:13:53";26,8;3361;3334
"2025-02-05 16:19:07";26,8;3358;3332
"2025-02-05 16:24:18";26,8;3358;3331
"2025-02-05 16:29:30";26,8;3357;3331
"2025-02-05 16:34:41";26,7;3354;3330
"2025-02-05 16:39:52";26,7;3352;3330
"2025-02-05 16:45:06";26,7;3350;3328
"2025-02-05 16:50:18";26,7;3351;3329
"2025-02-05 16:55:29";26,7;3351;3329
"2025-02-05 17:00:40";26,7;3349;3328
"2025-02-05 17:05:52";26,7;3348;3320
"2025-02-05 17:11:05";26,7;3348;3327
"2025-02-05 17:16:17";26,7;3348;3326
"2025-02-05 17:21:28";26,7;3352;3325
"2025-02-05 17:26:40";26,7;3346;3325
"2025-02-05 17:31:51";26,7;3345;3321
"2025-02-05 17:37:05";26,7;3351;3321
"2025-02-05 17:42:16";26,7;3344;3320
"2025-02-05 17:47:28";26,7;3349;3320
"2025-02-05 17:52:39";26,6;3343;3319
"2025-02-05 17:57:50";26,6;3343;3319
"2025-02-05 18:03:04";26,6;3343;3317
"2025-02-05 18:08:16";26,6;3341;3317
"2025-02-05 18:13:27";26,6;3341;3317
"2025-02-05 18:18:38";26,6;3341;3317
"2025-02-05 18:23:50";26,6;3341;3316
"2025-02-05 18:29:03";26,6;3340;3316
"2025-02-05 18:34:15";26,6;3346;3315
"2025-02-05 18:39:26";26,6;3340;3315
"2025-02-05 18:44:38";26,6;3340;3314
"2025-02-05 18:49:49";26,6;3339;3314
"2025-02-05 18:55:03";26,6;3339;3314
"2025-02-05 19:00:14";26,6;3340;3313
"2025-02-05 19:05:25";26,6;3339;3313
"2025-02-05 19:10:37";26,6;3339;3313
"2025-02-05 19:15:48";26,6;3339;3312
"2025-02-05 19:21:02";26,6;3339;3312
"2025-02-05 19:26:13";26,6;3338;3311
"2025-02-05 19:31:25";26,6;3339;3311
"2025-02-05 19:36:36";26,6;3339;3311
"2025-02-05 19:41:48";26,6;3338;3310
"2025-02-05 19:47:01";26,6;3338;3310
"2025-02-05 19:52:13";26,6;3338;3310
"2025-02-05 19:57:24";26,6;3338;3310
"2025-02-05 20:02:36";26,6;3338;3309
"2025-02-05 20:07:47";26,6;3338;3309
"2025-02-05 20:12:58";26,6;3338;3308
"2025-02-05 20:18:12";26,6;3338;3308
"2025-02-05 20:23:23";26,6;3338;3308
"2025-02-05 20:28:35";26,6;3337;3308
"2025-02-05 20:33:46";26,6;3337;3307
"2025-02-05 20:38:58";26,6;3337;3307
"2025-02-05 20:44:11";26,6;3337;3307
"2025-02-05 20:49:23";26,6;3337;3307
"2025-02-05 20:54:34";26,6;3337;3307
"2025-02-05 20:59:46";26,6;3337;3307
"2025-02-05 21:04:57";26,6;3336;3306
"2025-02-05 21:10:11";26,6;3336;3306
"2025-02-05 21:15:22";26,6;3336;3306
"2025-02-05 21:20:34";26,6;3335;3306
"2025-02-05 21:25:45";26,6;3335;3306
"2025-02-05 21:30:56";26,6;3335;3305
"2025-02-05 21:36:10";26,6;3335;3305
"2025-02-05 21:41:22";26,6;3335;3305
"2025-02-05 21:46:33";26,6;3335;3304
"2025-02-05 21:51:44";26,6;3335;3304
"2025-02-05 21:56:56";26,5;3334;3304
"2025-02-05 22:02:09";26,6;3334;3304
"2025-02-05 22:07:21";26,5;3334;3303
"2025-02-05 22:12:32";26,5;3334;3303
"2025-02-05 22:17:44";26,5;3334;3303
"2025-02-05 22:22:55";26,5;3334;3303
"2025-02-05 22:28:09";26,5;3334;3302
"2025-02-05 22:33:20";26,5;3334;3302
"2025-02-05 22:38:32";26,5;3333;3302
"2025-02-05 22:43:43";26,5;3333;3302
"2025-02-05 22:48:54";26,5;3333;3302
"2025-02-05 22:54:08";26,5;3332;3302
"2025-02-05 22:59:19";26,5;3333;3302
"2025-02-05 23:04:31";26,5;3332;3301
"2025-02-05 23:09:42";26,5;3332;3301
"2025-02-05 23:14:54";26,5;3332;3301
"2025-02-05 23:20:07";26,5;3332;3301
"2025-02-05 23:25:19";26,5;3332;3301
"2025-02-05 23:30:30";26,5;3332;3301
"2025-02-05 23:35:42";26,5;3331;3301
"2025-02-05 23:40:53";26,5;3331;3300
"2025-02-05 23:46:07";26,5;3331;3300
"2025-02-05 23:51:18";26,5;3331;3300
"2025-02-05 23:56:29";26,5;3331;3299
"2025-02-06 00:01:40";26,5;3331;3299
"2025-02-06 00:06:52";26,5;3331;3299
"2025-02-06 00:12:05";26,5;3331;3299
"2025-02-06 00:17:17";26,5;3330;3299
"2025-02-06 00:22:28";26,5;3330;3299
"2025-02-06 00:27:40";26,5;3329;3299
"2025-02-06 00:32:51";26,5;3330;3299
"2025-02-06 00:38:05";26,5;3329;3298
"2025-02-06 00:43:16";26,5;3329;3298
"2025-02-06 00:48:28";26,5;3329;3298
"2025-02-06 00:53:39";26,5;3329;3298
"2025-02-06 00:58:50";26,5;3329;3298
"2025-02-06 01:04:04";26,5;3329;3297
"2025-02-06 01:09:15";26,5;3328;3297
"2025-02-06 01:14:27";26,5;3329;3297
"2025-02-06 01:19:38";26,5;3328;3297
"2025-02-06 01:24:50";26,5;3328;3297
"2025-02-06 01:30:03";26,5;3328;3297
"2025-02-06 01:35:15";26,5;3328;3296
"2025-02-06 01:40:26";26,5;3328;3296
"2025-02-06 01:45:38";26,5;3328;3296
"2025-02-06 01:50:49";26,5;3327;3296
"2025-02-06 01:56:03";26,5;3327;3296
"2025-02-06 02:01:14";26,5;3327;3296
"2025-02-06 02:06:26";26,5;3327;3296
"2025-02-06 02:11:37";26,5;3327;3296
"2025-02-06 02:16:48";26,5;3326;3296
"2025-02-06 02:22:02";26,5;3326;3295
"2025-02-06 02:27:13";26,5;3326;3295
"2025-02-06 02:32:25";26,5;3326;3295
"2025-02-06 02:37:36";26,5;3326;3295
"2025-02-06 02:42:48";26,5;3326;3295
